id,text,hash_tag
CfJzyqGBEr5,"★비오는 저녁 따뜻한 아메라카노★

👉비오는 날에 운치있는 카페에 아메리카노와 함께...

유튜브-드래곤아이언 또는 드아TV
네이버블로그-드래곤아이언
메일-s112007@naver.com
카카오톡-s112007

#장마 #아메리카노 #비오는날엔 #카페 #운치 #목요일 #운치있는밤 #즐거움 #맞팔환영 #맞팔 #선팔하면맞팔가요 #선팔후맞팔 #드래곤아이언 #Dragon_iron #회사원 #40대 #데이트 #카페추천 #장마비 #목요일저녁",즐거움
CfJzqWBBaIA,"★비오는 저녁 따뜻한 아메라카노★

👉비오는 날에 운치있는 카페에 아메리카노와 함께...

유튜브-드래곤아이언 또는 드아TV
네이버블로그-드래곤아이언
메일-s112007@naver.com
카카오톡-s112007

#장마 #아메리카노 #비오는날엔 #카페 #운치 #목요일 #운치있는밤 #즐거움 #맞팔환영 #맞팔 #선팔하면맞팔가요 #선팔후맞팔 #드래곤아이언 #Dragon_iron #회사원 #40대 #데이트 #카페추천 #장마비 #목요일저녁",즐거움
CfJxJfNhvRC,"최고의 리더님들과 함께한 시간입니다.
이 자리에 있다는 것만으로도 영광입니다.

10년을 앞선 분들.
이분들의 이야기속에 빠져
조용히 듣고 있으면 감탄사가 절로 나옵니다.
아~ 귀한 시간, 깨닫는 시간
감사합니다🙏

결이 맞는 분들이 함께한 자리라서 그런지
내내 즐겁고 유쾌한 시간이었습니다.
감사합니다.

#결이맞는
#즐거움
#귀함
#배움",즐거움
CfJwm6rFHng,😘#발라드 🍊#골프장 🐊#오늘점심 😞#인피니티 🍜#능력자 🌲#2호선 😹#가자 🍹#남자신음 🌝#게임 🐁#삼성 😥#음악스타그램 🍆#즐거움 🐙#알콜 😳#만화방 🍩#반주 🌎#패션 🐎#하루끝 😉#요리 🌊#마트 🐣#셀프카메라 😓#훈남들,즐거움
CfJvgychVOM,"🎁 힐링 꿀템 @fox.tving 🎁
━━━━━━━━━━━━━━━━━━━━━
.
.
.
#유세윤 #송진우 #개그 #유머짤 #즐거움 #귀욤 #꿀잼 #꿀잼영상 #재미 #좋아요 #좋반 #좋테 #웃어요 #웃음 #힐링 #웃긴영상 #웃긴짤 #힐링영상 #행복",즐거움
CfJuWMIv3Q1,"장마 시작!
비가 내린다...

빗소리 너무 좋아!!!

#장마 #비오는목요일 #빗소리 #좋아
#일상 #소소한일상 #소소한행복 #즐거움",즐거움
CfJtLw-PhA-,"모자

#하나더
#인기있는
#미소모자
#빠름#이라좋아함
#코바늘뜨개질
#회원님#완성해서
#쓰고감ㅎㅎ
#뜨개질은역시
#즐거움
#취미뜨개질
#수강생모집
#손뜨개#뜨개공방
#이경뜨개공방으로",즐거움
CfJtGGbvm8z,"☺️
누가 시키지 않았는데
하나같이 행복한 표정들💎
역시
미라클 그룹 👍
@miracledoterra
베스트테라팀
@best_terra_
@first_terra
@balance_terra
@luv_scent.u
@cheonsaepi

오늘의 서프라이즈는 표현할수 없는 감동이였습니다.
사랑합니다❤️
ㆍ
ㆍ
ㆍ
ㆍ
ㆍ
#도테라 #doterra #성공신화 #미라클그룹 #베스트테라 #퍼스트테라 #밸런스테라 #성공 #success #비지니스 #아로마 #aroma #함께해요 #행복 #즐거움 #최선을다하자 #8종터치 #감정아로마 #연예인오일 #business #인세소득 #연금소득",즐거움
CfJp5muhB4C,"앜ㅋㅋㅋㅋ 침고여ㅋㅋㅋㅋㅋㅋ 넘 웃기당ㅋㅋㅋㅋㅋ
.
.
#개꿀빠네 #이슈 #핫이슈 #데일리 #일상 #데일리그램 #일상그램 #웃긴 #즐거움 #꿀잼 #예능 #선팔 #맞팔 #좋아요 #좋아요그램 #좋반 #좋테 #좋반테러 #좋튀 #소통환영 #남자랑둘이 #자취방에서 #술마셨는데 #걱정할게아니었어 #여사친남사친#오산역 #노량진역 #영등포역 #서울역 #뚝섬역",즐거움
CfJpFp_JQqB,"Today, tomorrow, I'm happy

#행복사 #스마일 #즐거움",즐거움
CfJobmIPp4F,"#점심

성시경 먹을텐데에 나온 서린낙지!
매웠지만 맛났어요~😋
웨이팅 맛집 인정!!

#일상 #일상스타그램 #소통 #좋아요 #먹스타그램 #맛스타그램 #먹방 #맛집 #광화문맛집 #점심메뉴 #소주안주 #성시경 #백종원 #블루리본 #웨이팅 #맵찔이 #매워요 #그래도 #맛나다 #잘먹었습니다 #맛집도장깨기 #즐거움 #이번주도화이팅 #😘",즐거움
CfJn9ETv6pM,#마요네즈 경대점 #방학 #가족모임 #아들 딸 # 술 #즐거움 #행사,즐거움
CfJnpIcP40I,"[당신의 하루는 몇 시간인가요?]
[당신의 열정은 몇 도인가요?]

고요함이 흐르는...새벽의 기상
하루를 온전히 쓰는듯한 요즘♡

오늘 부평 핫플에!
수석대표님이 함께 해주신다는 소식에~ 조~금 더 서둘렀습니다~:)
부평오락실 도착
오전 6시 40분!

오전7시부터 우린 #열정 #환희 #즐거움 #눈호강 #설레임 의 도가니탕이었지요ㅋㅋㅋ

저도 한 끼 하는거 아시죠?ㅎ
엉덩이가 아주 들썩했더랬습니다.
언젠가는 저도 저 무대위에 서서 미쳐있을 날이 오겠죠? ㅎㅎㅎ

#같이의가치 #분위기사업

오늘도 전 ""인.사.오.서""

인. 셀덤
사. 업은
오. 직
서. 울본부

함께 미치면 즐겁습니다~

내 안의 열정 99도~
남은 1도! 올려 펄펄 끓이도록 할께요~^^
파트너와 함께~

#인셀덤사업
#서울본부
#서울본부김기춘최배견
#성공매니아
#플랫폼사업
#네트워크사업
#카카오톡채널추가
#1인기업
#CEO",즐거움
CfJnKIvvUpI,"녹차이 맛있겠다 ㅎㅎ❤️❤️

#제주도 #커페 #커피 #오설록
#즐거움 #바다여행 #부사 #부산생활 #한국생활 #coffee #coffeeshop #jeju",즐거움
CfJmHc9PT3Z,".
제 소원은요!🌻
.
.
#아트삼식이 #탐론1750 #캐논800d #s21 #폰카 #시그마30mm #카메라 #사진 #미러리스 #캐논 #생각모음집 #글쓰기  #캐논미러리스 #eosm3 #스냅 #스냅사진 #일상 #일기 #기록 #나이렇게산다 #풍경 #여행 #여행스타그램  #사진스타그램 #감성 #취미 #대구 #즐거움 #계란유통전문가",즐거움
CfJl-0UJa61,"비오니까
비올땐 비맞고 놀기
비가 싫었던 나였지만
아이들과는 뭐든지 즐거운추억
오랜만에 경험
비가 이렇게오는데 당연히 나가야지
비가 좋아지는 순간
너네가 행복해 하니깐

#천연워터파크#산성비라도#이땐못참지#빈빈스타그램#빈빈이네#비오는날#이또한추억#즐거움#행복함#새로운경험#비오니까",즐거움
CfJl0Wrv1fz,"#첫줄

요트에서 낙시하고 바로 회떠주셔서 먹으니 꿀맛 🐟
신기하고 재밌는 추억들 ~~

#요트투어#낙시#즐거움",즐거움
CfJlE9bv1nW,"나보고 매일 예뻐졌다고
칭찬해주는 하나랑 데이뚜♡
언니가 힘이 난다규ㅋㅋㅋ
오늘 함께 하진 못한
지희아, 은영아, 지연아 많이 아쉬웠어ㅠㅠ

여준이랑 세빈이는 장화신고 첨벙첨벙하고 신나고
엄마랑 이모는 고추장불고기랑 소맥이 맛있고
오늘이 금요일이였으면 얼마나 좋았을까?
이 든든함을 비워주는건 채움뿐~~
채움아 부탁해^^
#청주테폴꽃살대패
#고추장불고기맛집
#소맥좋아
#참이슬
#하이트
#불목
#즐거움
#피코28 지글링토너 전도사
#피부미인
#속광나는여자
#브이라인
#듀썸 헬씨 유코드 엔자임 채움",즐거움
CfJk93AJ-zm,"제주도 스크린

#일#일상#제주도#스크린#즐거움#행복#마음",즐거움
CfJjqNEvBZR,"어색하던 유니트가 어느 순간 우리들의 놀이터가 되어 버렸다
SJ: 사장님 여기서 주무시면 안돼요

( SJ x SJ = 농땡이 )

.
.
.
.
.
.

매 년 최고의 목표와 함께 성장해가는 기업
(주)HWADAM DNC 입니다.
.
.
부동산의 '부'자도 몰랐던 사람들의 성공신화
1%의 운도 바라지 않는 사람들
오로지 50% 노력 50% 교육만 가지고 움직이는 기업
.
.
.
==============================
수도권 모델하우스 VIP 분양상담사
안정적인 고소득
전체 현장 3개월 이내 완판 신화
브랜드 아파트,상가,오피스텔,오피스,지산 전문
최연소 국내 연봉 TOP클래스 분양상담 전문기업
📩신입/경력 채용문의📩
1차 DM
2차 전화면접
3차 인성검사 및 임원면접
.
.

※해당 게시글의 저작권은 (주)HWADAM에 있으며 도용 및 사칭은 법적조치 하겠습니다

#돈 #부자되는법 #즐거움 #행복 #퇴근후일상 #마인드 #긍정마인드 #화담 #대행사 #분양상담사 #분양 #성공하자 #성공의지름길 #행복 #2022 #반달섬 #시화 #mtv #유니트 #더하운드호텔 #호텔 #상가 #워라밸 #힐링 #선팔하면맞팔 #좋아요 #정장 #컨셉사진 #ootd",즐거움
CfJjehVFiSB,🌕#발라드 🐗#골프장 😙#오늘점심 🍌#인피니티 🐍#능력자 😤#2호선 🍠#가자 🌴#남자신음 😽#게임 🍻#삼성 ⭐#음악스타그램 🐹#즐거움 😯#알콜 🍄#만화방 🐌#반주 😡#패션 🍪#하루끝 🌐#요리 🐂#마트 😋#셀프카메라 🍇#훈남들,즐거움
CfDTFAMj7l8,"인생을 가볍게
.
이 글은 책 #그때그때가볍게산다 를 참고하여 만들어진 콘텐츠입니다.
.
책에 대한 정보는 @midnight_moon_to_u 프로필 링크에서 확인하실 수 있습니다.
.
30년 이상 경력을 가진 심리학계의 거장, 장성숙 저자가 알려주는 명쾌한 인생 처방전을 받아보세요.
.
게시물은 출처만 밝히시면 자유롭게 저장/리그램/공유 가능하십니다.
.
삶에 대한 힘과 용기, 위로와 힐링이 필요하신 분들께 이 계정을 알려주시고 팔로우해 주시면 감사하겠습니다.
.
.
.
.
.
#고민 #고민상담 #스트레스 #갬성 #우울 #슬픔 #힘들어 #인간관계 #상처 #감성스타그램 #아픔 #위로글 #위로스타그램 #감성 #좋은글 #에세이 #좋은글귀 #일상 #데일리그램",슬픔
Ce7kQ5Nvizf,"우리 모두는 누군가의 좋은 사람입니다.

삶이 힘들고 어렵더라도 누군가에게 좋은 사람이 되어 줄 수 있다는 걸 깨닫기만 해도 마음은 한결 편안해질 거예요.

그리고 내가 누군가를 위해줄 수 있는 것처럼 당신을 위해 줄 수 있는 사람도 무조건 있습니다.

상처받은 당신에게 위로 가 되어 줄 수 있는
이 책을 추천합니다

📌본 도서에 대해 더 자세한 내용은 프로필 상단에 있는 링크를 클릭해보세요.

*경제적 자유를 위한 한스푼 - 저장 💾
*시간적 자유를 위한 한스푼 - 공유 💌
*동기부여를 위한 한스푼 - 좋아요 ❤️

💪금수저, 흙수저는 잊으세요!
이제부터는 “성공한”스푼이 되세요!

👉@success_spoon 팔로우하고, 성공한스푼과 함께 매일 성장하세요!

❤️콘텐츠는 자유롭게 가져가되 출처만 밝혀주세요!

#광고
[성공한스푼 X 떠오름출판사]
본 포스팅은 출판사 @rise.book_official 로부터 광고비를 지원받아 제작되었습니다.

#성공한스푼 #성장 #배움 #변화 #동기부여 #자수성가#정신 #마인드 #깨달음 #습관 #발전 #성장 #마인드셋 #생각의차이 #좋은사람 #신간소개 #떠오름 #베스트셀러 #서평 #북스타그램",슬픔
CedHsYwrxsC,"ㅠㅠㅠㅠ힘들때 보면 진짜 눈물 남....
.
.
.
.
📗책 #모든사람에게사랑받을필요는없다
구매링크는 프로필 하단을 확인해주세요 💚💚
-
-
#베스트셀러 #힘들때 #위로 #위로글 #눈물 #눈물주의 #감동 #슬픔 #찐위로글",슬픔
CdSvV-dph3a,"#지창욱#리을#마법사#미녀#앵무새#이별#슬픔#소리내어울다#넷플릭스 #안나라수마나라

#드라마#힐러#더케이2 #기황후 #당신이소원을말하면#웃어라동해야 #수상한파트너#도시남녀의사랑법 #편의점샛별이#다섯손가락 #무사백동수 #뮤지컬 #그날들 #신흥무관학교#잭 더 리퍼#형제는용감했다#스릴미#영화#조작된도시#발신제한",슬픔
Ce6S7zdjOuF,"일단 시간을 만드세요
.
이 글은 책 #그때그때가볍게산다 를 참고하여 만들어진 콘텐츠입니다.
.
책에 대한 정보는 @midnight_moon_to_u 프로필 링크에서 확인하실 수 있습니다.
.
30년 이상 경력을 가진 심리학계의 거장, 장성숙 저자가 알려주는 명쾌한 인생 처방전을 받아보세요.
.
게시물은 출처만 밝히시면 자유롭게 저장/리그램/공유 가능하십니다.
.
삶에 대한 힘과 용기, 위로와 힐링이 필요하신 분들께 이 계정을 알려주시고 팔로우해 주시면 감사하겠습니다.
.
.
.
.
.
#고민 #고민상담 #스트레스 #갬성 #우울 #슬픔 #힘들어 #인간관계 #상처 #감성스타그램 #아픔 #위로글 #위로스타그램 #감성 #좋은글 #에세이 #좋은글귀 #일상 #데일리그램",슬픔
Ce3jR2_MOt2,"내가 본 라디오 사연중에 제일 공감되고 슬퍼ㅠㅠ..
.
.
.
.
📗책 <모든 사람에게 사랑받을 필요는 없다>
구매링크는 프로필 하단을 확인해주세요 💚💚

.
.
#인간관계 #조언 #인생조언 #꿀팁 #인생 #힐링글 #힐링 #위로글 #위로 #슬픔 #라디오사연 #사연글 #일상 #에세이 #책추천 #베스트셀러",슬픔
Cc-lymAv1V4,"모든 속박과 모든 상처와 모든 어둠을 이기는 하나님의 위로

책 #페이지처치2권 #쓰러진김에엎드려하나님을만났다

#묵상 #하나님 #주일 #하나님말씀 #예배 #주일예배 #교회 #pagechurch #위로 #하나님의위로 #위로스타그램 #억울함 #상처 #애통 #슬픔 #아픔 #회복",슬픔
CfBYgmihaqi,"몇 사람 정도는 잃어도 됩니다
.
이 글은 책 #그때그때가볍게산다 를 참고하여 만들어진 콘텐츠입니다.
.
책에 대한 정보는 @midnight_moon_to_u 프로필 링크에서 확인하실 수 있습니다.
.
30년 이상 경력을 가진 심리학계의 거장, 장성숙 저자가 알려주는 명쾌한 인생 처방전을 받아보세요.
.
게시물은 출처만 밝히시면 자유롭게 저장/리그램/공유 가능하십니다.
.
삶에 대한 힘과 용기, 위로와 힐링이 필요하신 분들께 이 계정을 알려주시고 팔로우해 주시면 감사하겠습니다.
.
.
.
.
.
#고민 #고민상담 #스트레스 #갬성 #우울 #슬픔 #힘들어 #인간관계 #상처 #감성스타그램 #아픔 #위로글 #위로스타그램 #감성 #좋은글 #에세이 #좋은글귀 #일상 #데일리그램",슬픔
CfDpDEVsoed,"이런 사람은 주변에 사람이 많아요
.
이 글은 책 #그때그때가볍게산다 를 참고하여 만들어진 콘텐츠입니다.
.
책에 대한 정보는 @midnight_moon_to_u 프로필 링크에서 확인하실 수 있습니다.
.
30년 이상 경력을 가진 심리학계의 거장, 장성숙 저자가 알려주는 명쾌한 인생 처방전을 받아보세요.
.
게시물은 출처만 밝히시면 자유롭게 저장/리그램/공유 가능하십니다.
.
삶에 대한 힘과 용기, 위로와 힐링이 필요하신 분들께 이 계정을 알려주시고 팔로우해 주시면 감사하겠습니다.
.
.
.
.
.
#고민 #고민상담 #스트레스 #갬성 #우울 #슬픔 #힘들어 #인간관계 #상처 #감성스타그램 #아픔 #위로글 #위로스타그램 #감성 #좋은글 #에세이 #좋은글귀 #일상 #데일리그램",슬픔
CfJ8uvWqAw6,"Серце крається
심장이 아파요

#아픔 #슬픔 #ㅜㅜ",슬픔
CfCVBvlPDVD,"Irene Photoshop ♡

•
•
•
•

[DON'T FORGET TO FOLLOW ME]
@irenebae.be ^_^

-tags-
#irene #baechu #joy #seulgi #yeri #wendy #redvelvet #ireneredvelvet #ireneedit #irenebae #reveluv #레드벨벳 #아이린 #기쁨 #웬디 #슬기 #예리 #기쁨 #박수영 #irenefandoms #ireneseulgi #irenefancam #fanpage #koreankpop #kpop #blackpink #follow4followback #follow4like #likeforlikes #followforfollowback #baejoohyun",기쁨
CfEHeC2vEme,"여름이다
너무더워서 큰일이다😮‍💨
.
.
.
.
.
#pleasure #psb #sketchbook #sketch #drawing #draw #digitaldrawing #illust #illustration #ipad #ipaddrawing #croquis #procreate #model #기쁨 #쁨기 #드로잉 #일러스트 #스케치 #스케치북 #아이패드 #크로키 #프로크리에이트 #그림 #그림스타그램 #wip #artwork #아트워크 #여름 #summer",기쁨
CfDy1wWvj4T,"6/21 새벽라이브의 흔적들
한시간 정도의 시간에 열한장의 크로키🙂
.
.
.
.
.
#pleasure #psb #sketchbook #sketch #drawing #draw #digitaldrawing #illust #illustration #ipad #ipaddrawing #croquis #procreate #model #기쁨 #쁨기 #드로잉 #일러스트 #스케치 #스케치북 #아이패드 #크로키 #프로크리에이트 #그림 #그림스타그램 #라이브 #아트워크 #wip #artwork",기쁨
Ce_m4tLvw7t,"2022.06.20
當初選消防役的其中一個原因
就是消防隊裡面的健身房
讓我當兵這半年
不會因為荒廢運動而身材走樣
嗯⋯
最常聽到被問說幹嘛那麼努力健身
還不是為了外表
（抱歉我是外貌天秤🥲🥲）
為自己塑造出滿意的結果
不亦樂乎
#消防役 #替代役 #消防 #救護技術員 #救護 #健身 #體態 #選擇權 #笑容 #自信 #emt #fire #semifireman #smile #fitness #musclebuilding #muscleup #photography #selfconfidence #selfdisciplined #taiwan #taiwaneseboy #loveyourself #체격관리 #미소짓기 #기쁨",기쁨
Ce_WcE0Fere,"🎁 유머 꿀템 @fox.tving 🎁
━━━━━━━━━━━━━━━━━━━━━
.
.
.
#엄현경 #isfp #꿀잼 #꿀잼영상 #좋아요 #좋반 #좋테 #웃어요 #웃음 #힐링 #웃긴영상 #웃긴짤 #힐링영상 #행복 #즐거움 #유머저장소",즐거움
Ce3TuKEhgDr,".
Key word : #행복에특별한의미부여하지않기
Main character : 김형석(대학교수, 103세)
Storytelling : @doing_people
.
2차자료수집후재구성함
사진 출처 : 서울경제신문
.
#DOwhateveryouwant
#한번사는인생행복하게살아요💛
#사람사는이야기 두잉피플
.
.
.
#의미부여 #인생 #삶 #경험 #지혜 #현재 #취미 #즐거움
#응원 #동기부여 #화이팅 #독서 #책 #김형석
#선한영향력 #행복 #지금 #하고들있네 #두잉피플 #DO",즐거움
CfL8Pexro1n,"불금이지요😄

집에 남아있던 파채랑 호로록

살맛난댜😊

#불금
#금요일행복
#금요팅
#일상소통해요
#일상룩
#소통
#평일일상
#주부일기
#날씨
#신혼중
#신혼생활
#청소
#소확행의미
#행복중
#유뷰녀
#품절녀
#코로나조심
#내일주말
#내일부터
#토요일
#즐거움
#신혼",즐거움
CfBGSWLBelg,3000일째 포즈가 바뀌지 않는 🤣✌️,즐거움
CfBqhpRp3Ar,"날씨가 굉장히 좋았던 날
좋은 사람과
모든것이 완벽했는데
음식이 별로였다😅😅😅
.
#너와나의여름바람",즐거움
CdlD-AJPugs,"올해, 정말 많은 분들이
미라클 모닝, 운동 등 새로운 도전을
하고 있습니다

내 하루에 의미를 부여하고
소소한 행복을 찾기 위해서죠

무언가 더 잘해지고 있다는 건
정말 기분좋은 일 같습니다

<2022 트랜드 코리아>내용을 조금 적었습니다

.
.
.
#트랜드코리아 #바른생활 #바른생활루틴이 #루틴 #습관만들기 #행복 #즐거움 #일상행복 #소소한일상의행복",즐거움
CfGYl50vfeF,"문득 즐거운 그리움이라는
생각이 스쳐갔다
어차피 오지 않을거라
혼자서 애닳지 않고
급하지 않으니 슬프지 않고

그래도 매일같이 생각나고
꿈에 다녀가니 기쁘다

아무래도 이렇게 마음이
감정이 하나하나
망가지는 것 같다

나는 그렇게 즐겁게 그리워하며
천천히 걸음을 뗀다

#그리움 #즐거움 #생각이나 #추억들이 #시 #끄적끄적 #방구석시인",즐거움
CfMqUPPvScU,#레몬이의하루🍋#인스타툰그램 #인스 타툰#인스타툰연재 #인스타툰추천 #드로잉 #스케치 #취미스타그램 #그림스타그램 #일상 #출처는사진속 #불펌금지 #아이패드그림 #즐거움 #아이패드드로잉 #인스타데일리 #공감툰 #그림스타그램 #일상 #그림계정맞팔 #토끼 #다이어트 #식단조절 #식단스타그램 #샐러드 #운동 #운동일지,즐거움
CfMmRXuvN8h,"🗿작은등불 호흡소🛫

삶에서 느껴진 여러가지🥗

2022.06.18.

힘든 한 때를 견뎌 극복하면,
평온하다가
또 다른 시련이 오고
그 시련을 견뎌 극복하면
또 다른 평화가 오듯이

사람의 인생이 그렇다.

이 흐름이 힘들다고 인생을 포기하면,
완숙된 인간으로 향하는 길을 포기하는 것이다.

해서, 이 흐름을 즐겁게 타고 가는 훈련과 수행은
참으로 중요하되
즐겁고 기쁘게 임하는 것이 유익하다_

#전시회 #홍대 #상상마당 #친구 #즐거움 #놀기 #직딩 #취미사진 #취미생활 #drawing #나도 #조만간 #goodthings #공감 #소통 #나눔 #글귀 #쉬는날 #휴식 #쉼 #쉼터 #중년 #작가 #청년 #여성 #사진작가 #peaceful #hi #일러스트 #그림",즐거움
CfMkbUNP_1Y,"한국영상대학교 촬영조명과 하계 워크숍 강사로 초청되어 6월 20-24일 5일간 진행하였습니다.
1학년 새내기, 2학년,4학년 후배들과 즐겁고 행복한 시간이었습니다
강의 시간이 끝나고 엄청난 열정으로 새벽까지남아 장비교육을 요청했던 후배님들과 같이 피자도 먹으며 이런 저런 이야기와 장비를 만저보며 즐거워 하던 후배님들이 정말 기억에 남아
저 또한 즐겁고 행복한 시간이었습니다
많이 부족하지만 초청해주신 학과장교수님께 감사드립니다.
무리한 요청에도 후배들을 위해 장비를 반출해준 기자재실 담당선생님 과 조교,근로학생들에게도 감사의 말씀 드립니다.
#꿈을위한한걸음 #나의꿈 #Dream #나의목표 #일상 #소통 #행복 #즐거움 #강사 #강사초청 #한국영상대학교 #한국영상대학교촬영조명과 #새내기들 #후배들 #귀여움",즐거움
CfMi1dMPNP-,"물은 위에서 아래로 흐른다
내가 아무리 원한다 한들
물이 아래에서 위로 흐를 일은 없다
.
지금이순간에도 내 진짜 인연들은
물 흐르듯 나에게로 흘러 들어오고 있다
.
인간관계에 연연하지 마라
알아서두면 결국 내사람만 곁에 남을 것이다
.... 모두들 행복하세요~

#오상원 #박찬위 #행복 #즐거움 #fun",즐거움
CfMiTiBJ8c3,#시니어패션위킹 #반포한강공원 #달빛공원 #런웨이 #화이트룩 #넷플릭스 #종이의집 #홍보 #한강세빛섬 #웃음가득 #기쁨 #즐거움 #비온뒤맑음 #패션쇼진행다행 #보람된하루 #행복,즐거움
CfMhV1nPPbi,"유튜브 성격분석 티비 오셔서
정말 많은 성격분석 구경하세요

#기쁨#슬픔#분노#즐거움#운세#사주#일일운세#행복#사랑#희망#취업#일상#좋아요#맞팔#instagood#likes#happy#인생#30대#취준#퇴사#선팔#좋아요#싫어요#사주#성격분석#mbti#면접#자기소개#취준#이직#학교#호랑이띠",즐거움
CfMggRdpEt1,". 22.06.25(토) 01:30
형님시계. 0억(?). 0억(?).
뭐야(?) 미쳤음. 정신차려.
.
#시계 #형님 #정신차려 #전투에 #즐거움 #윤성재센터장
.
#반듯함 #꾸준함 #성실함
#성재의일주일행복 #성재의행복
#한국외대 #책읽는남자
#독서 #책스타그램
#좋은글 #긍정글 #명언
#카톨릭 #성당
#운동하는남자 #수영스타그램
#자기관리 #일상스타그램 #훈남 #미녀
#대전보험 #FP코리아 #FP코리아대전복합센터 #에프피코리아",즐거움
CfMdy8yBd0q,"앜ㅋㅋㅋ
.
.
#개꿀빠네 #이슈 #핫이슈 #데일리 #일상 #데일리그램 #일상그램 #연예인이슈 #연예인패션 #웃긴 #즐거움 #꿀잼 #예능 #선팔 #맞팔 #좋아요 #좋아요그램 #좋반 #좋테 #좋반테러 #좋튀 #소통환영 #개키우는사람 #고양이키우는사람 #개와고양이차이 #오산역 #노량진역 #영등포역 #서울역 #뚝섬역",즐거움
CfMahqDJmWk,"자유다🛫(feat. Guam)

#여행스타그램 #여행지추천 #여행 #괌 #괌여행 #괌맛집 #비행 #노을 #맛집 #기분전환 #바다 #수영장 #더움 #주의 #셀스타그램 #자유 #즐거움 #도망가자 #휴식 #휴가 #출국 #놀자 #또 #가고싶다",즐거움
CfMXg7YJzTH,"그저 사람을 만나는 인생.나는 어둠의 그림자 속으로 더이상 빠져들지 않기로 결심했다.그리고,오늘 하루도 즐겁게 살아남아서 내일을 기대한다.그대도 용기를 가져라.
#시#자작시#인간관계는#수단이아니라#즐거움#히키코모리#제발그만#모두가잘사는세상#가능했으면#글귀#인생글귀#오늘도그대는다시산다#살아남은당신위하여#쓰는글귀",즐거움
CfMUKCIhGFV,"앗ㅋㅋㅋ 귀엽당ㅋㅋㅋ
.
.
#개꿀빠네 #이슈 #핫이슈 #데일리 #일상 #데일리그램 #일상그램 #연예인이슈 #연예인패션 #웃긴 #즐거움 #꿀잼 #예능 #선팔 #맞팔 #좋아요 #좋아요그램 #좋반 #좋테 #좋반테러 #좋튀 #소통환영 #곰돌이신발 #곰돌이키우는중 #오산역 #노량진역 #영등포역 #서울역 #뚝섬역",즐거움
CfMTFTrpQy9,#골프#라운딩#흐린날#오늘 도 #즐거움,즐거움
CfMS7qnvKjo,🤍,즐거움
CfMSdp7v3oU,"22년 6월 24일 오늘 하루
.
1. 빠뚜남시장 - 옷구경 시이이일컷 하고옴
2. 처음타본 툭툭
3. 빤따리 - 팟타이하고 공심채볶음 먹었는데 맛있슴 사실 공심채 볶음은 그냥 야채 볶은맛 왜 다들 그렇게 좋아하는지 잘 모르겠음
4. 에이스파 - 마사지 받고 나른나른 앞으로 1일 1마사지 받고싶음
5. 아시아티크 - 저녁에 야시장처럼 더 활발하다해서 일부러 저녁시간 맞춰갔는데 차 엄청 막히고 코로나때문에 문 열지 않은 곳이 더 많음.. 솔직히 간거 후회됨
6. 해피피쉬 - 팟타이 주문하고 맥주.. 팟타이 하나가 주문하고 나오는데 30분 걸림 배고파 죽것는데 맥주만 마시면서 오지게 기다림
7. 호구당한 툭툭 - 아시아티크에서 돌아오는 길 400바트 받음 호구당한거 같기는 한데 비가 갑자기 좍좍와서 후회는 없음
8. 편털과 맥주 - 진짜 오늘 마무리는 찐행복 태국 편의점 샌드위치 진심 너무 맛있음
.
.
#방콕 #여행 #여행일기 #즐거움 #내일은 #덜돌아다니고 #여유있게즐기기 #제발 #20220624금",즐거움
CfMSM3RPjOJ,"첫줄
#22년06월24일_금요일_하늘
.
.
자~~~
뭐부터하지!?🤭🤭🤭🤭🤭🤭
#자유부인
.
.
.
#sky
#해뜬날☀️
#비오는하늘🌧
#바람부는날💨
.
.
#떠나고싶다
#역마살있는여자
#플로리스트
꽃계정 @yeonriji_flowershop
.
.
#하늘 #하늘사진
#구름 #구름사진☁
#날씨스타그램
#맑은하늘#흐린하늘
#날씨기록
#별순이
#즐거움
#자연 #겨울하늘
#구름샷
#하늘감성
#하늘스타그램
#하늘성애자
#구름성애자
직접찍은 사진!! #갤럭시s20플러스",즐거움
CfMQs-4lBsJ,"뛰는 자체만으로도 대단하십니다🔥

#열정가득
#어쩌다wfc
#홍성여성축구단",즐거움
CfMQg4uJZ7J,"🍷
#쁘띠뱅 에 와인 사러 왔다가
바로 아래층 비밀스런 레스토랑 발견하곤
헷둘헷둘 목적지 변경 하고 눌러앉았지 모에요🤤
(심지어 콜키지프리..)
모든 계획이 어긋나도 그 안에서 예상치 못한 상황들이 주는 행복 들은 또 선물 같은것 아니겠나요 🥹🫶

추천받은 와인 슬로건은 또 내스타일 이어버려서
기분좋게 홀짝홀짝 마시다 혼자 시뻘개진 채로 퇴장😵‍💫
#아몰랑 #자유 #즐거움 #행복한인생 #델리카트슨한남",즐거움
